b0_iriL_all,b0_mel0_all,center_stripe_rad_all,iriLmel_density_all,mean_mel_space_all,var_mel_space_all,mel_CV_all,mean_pca_ratio_iriL_all,med_pca_ratio_iriL_all,alignment_score_all,med_cluster_size_all,mean_cluster_size_all,cluster_size_75_all,annulus_In_MB
13,103,364.390374235955,3,112.403188770577,3197.21309688752,50.3045374171912,3.04683727910218,3.04683727910218,486.569700112211,4,6.15384615384615,9.75,110
14,117,1757.16035124857,3.78571428571429,114.495032568274,2328.30175792949,42.1437316630404,NaN,NaN,0,2,4.5,4,110
16,118,1529.23217592731,3,114.240110771561,2723.32364016226,45.6805172078005,2.79472797239014,2.79472797239014,204.035465474988,2.5,3.8125,3,110
17,110,866.393421282476,3,119.950688655123,2930.16622907297,45.1277191257029,2.32356142535958,2.32356142535958,324.691289587314,5,4.94117647058824,7.25,110
11,118,1757.16035124857,3,123.304078971986,3161.75075752631,45.6022606000285,NaN,NaN,0,2,3.27272727272727,4,110
18,107,470.638081933783,4,105.9029876623,2335.63682409233,45.6346206406851,2.31298593099617,2.31298593099617,527.174450915164,5.5,5.55555555555556,7,110
14,106,318.740704457855,4,121.199144461996,3787.07296039789,50.7752747275758,3.83124382159942,3.83124382159942,338.999553192118,3,4.5,8,110
17,118,292.481337412088,3,115.010998463965,3111.1827785602,48.4979508794017,1.42752829394845,1.37683587445596,393.233415022357,5,6.23529411764706,7.5,110
10,120,478.111401765244,3.83333333333333,122.273454352199,2491.68461014242,40.823887003879,1.43166382812559,1.43166382812559,493.009586817175,5,5.9,6,110
13,109,457.393811238252,3,123.545784969478,3585.93615129756,48.4700360992546,2.84008385459332,2.84008385459332,608.891950676016,4,4.92307692307692,6.25,110
22,112,766.533818342712,4,98.0327441051683,1859.67057433355,43.9892796461389,2.2492558739821,2.2492558739821,224.834228778671,5,7.18181818181818,14,135
20,89,388.236973016951,5,99.6617199861418,2956.20299450915,54.555526103921,3.81971288836239,2.7575774289909,287.280261389925,9.5,10.1,13,135
25,97,437.811127835822,4,95.2351091757247,1949.02531177358,46.3566085694425,2.39143911519274,2.17356074247529,269.78564440019,4,6.48,7.75,135
25,110,441.182555340716,4,93.4664626251925,2047.67993876119,48.4144754987937,2.75887524402424,2.85664480054742,265.363046382506,7,9.76,13.5,135
20,111,587.905295544301,4,99.296956097824,2116.01140264797,46.3258147574443,2.59557185917358,2.10692926886998,360.350392253559,5,7.15,10.5,135
20,106,408.036046740129,4,107.748928268312,3190.12430631399,52.4192549536668,3.5702767596238,1.99496739715894,353.711570776533,6,6.9,9,135
25,103,327.283166060136,4,94.9305836653108,2340.53365974109,50.962566894767,5.97303923131838,2.04594349913717,248.007884318461,4,7.76,11.75,135
20,95,539.343278918725,5,93.0637684126408,2221.25830350052,50.6429385700686,2.70506735853532,2.61869373819432,260.526661825518,13,11.8,17.5,135
19,102,319.060384307102,5,102.585275591542,3104.12124681362,54.3105634834812,2.25058084930383,2.34577920250727,352.613683437064,9,9.05263157894737,15,135
17,99,357.015231161549,4,101.853433147263,2429.26421402258,48.3906776656322,3.16139331504477,3.38689168092043,382.840975030959,7,9.35294117647059,14.25,135
21,89,392.763388141644,5,89.5412460693296,2135.63973687559,51.6108322923045,2.28281632863481,1.6252350458825,262.037774181373,13,12.5714285714286,19.75,135
22,98,351.846309999627,5,92.5171189184999,2405.44791949546,53.0122062881568,3.00630140501702,2.32057007722093,331.488936662028,8.5,10.8636363636364,14,135
18,105,374.887312675867,5,101.411381293893,2520.46552164603,49.5055263462147,3.48816443251036,2.37427438439057,352.586097329541,6,10.5555555555556,16,135
14,100,905.649020819244,4,114.416780504784,3872.17460131922,54.3860781860883,1.52277924118389,1.52277924118389,380.421903571722,8.5,6.85714285714286,11,135
22,98,383.858141661974,4,96.7977706541185,2353.01038827142,50.1125574412906,3.51898952936854,3.35098572110795,203.237262191633,7,8.77272727272727,14,135
25,118,496.052933448339,4.16666666666667,98.8941023922162,2518.33984851086,50.7442427295938,2.82233033093081,2.37477988655221,232.236618190103,8,8.92,14.25,135
17,102,403.469749319144,5,98.4569712165819,2096.69814726774,46.5073382257005,2.68424084097364,2.55757564957916,308.528756668453,7,10.4117647058824,17.75,135
26,105,442.881269080641,5,94.5083700575813,1994.72000359773,47.2574951358203,1.90825098991573,1.61113801700859,303.686299150847,7,8.65384615384615,12,135
18,116,332.75577906168,5,100.229047807586,2016.60969918224,44.8040549624498,2.67658602048427,2.82291680227046,240.666390355051,9,8.77777777777778,12,135
22,112,504.28115318062,4,97.7378637527249,2183.60660344937,47.8106179569498,2.48331413841812,2.2398966509033,292.65228359138,8,9.27272727272727,12,135
19,109,335.554584100167,4,93.0242819778621,2007.74065583106,48.167874220037,3.65678245977461,2.88693212215241,257.459428976193,11,12.4210526315789,19.75,135
24,111,637.502368273678,4,94.8014747976411,1802.70242209265,44.7864797111346,3.80374912084369,2.28720730796466,266.752226308942,7.5,9.16666666666667,11.5,135
14,113,795.158723184814,4.92857142857143,109.172010351389,2520.14991009054,45.9834847306562,1.56257675796985,1.28953513205074,180.022405361131,7,8.85714285714286,13,135
25,102,788.017808941549,5,90.3236141749046,1742.79957340467,46.219199088853,3.9011497637868,3.95173489287609,362.733110814999,9,9.36,12.25,135
22,107,881.134628522599,4,94.9424329315674,1981.07454764137,46.8802644315137,1.96392179904246,1.81251619551563,243.249010039062,7,9.54545454545454,15,135
23,94,610.639843606216,4,98.3848321803458,2593.5581040198,51.7630480680411,1.73999440656613,1.66340957832874,273.790175352856,6,8.39130434782609,10,135
21,95,474.981127737175,4,106.489216211831,3492.67971178064,55.4975422140025,6.53640840703151,3.20878838177534,419.488470180956,3,5.47619047619048,8,135
19,96,379.823841511326,4,100.151724018806,2507.36213956896,49.997708741238,2.19382392329078,2.32308954983324,322.850181268272,8,8.94736842105263,13.25,135
23,92,430.609100572391,5,87.3721247301613,1972.74901068936,50.8350224915429,2.27574054708211,1.82726958559383,217.411030930472,11,13.0869565217391,19.75,135
22,103,639.33845417474,4,90.7087360409054,1740.12168780443,45.9875946301657,1.95328230910167,1.4940803070806,363.213388289656,7,8.36363636363636,14,135
23,110,391.327413674017,4.92857142857143,96.2756210581769,1898.3342323605,45.2553586270307,2.89989814959433,3.01610169461993,246.39305221766,7,9.39130434782609,12.5,135
23,103,352.523502130697,5,96.9579111283939,2959.78407572297,56.1108392105694,2.6926618168709,2.38833957052536,298.670062904547,10,10,13.75,135
24,102,686.998779620425,3,101.37096590181,2821.64322187589,52.4007454133309,1.69649338335739,1.52920799587731,275.962408396649,6,7.33333333333333,13.5,135
24,100,703.176532294261,4,93.7718304429428,2272.47202310399,50.8366447378692,2.02850360896195,2.08412074530092,458.101266612882,4.5,7.95833333333333,12,135
23,108,357.344580503575,4,99.7430224291089,2735.42685643725,52.4360572688163,2.32903517886136,1.83926695432555,281.137245375626,6,8.82608695652174,17.25,135
24,107,301.045878363724,4,101.879457218501,2089.70161694892,44.8699429001125,3.51686893109855,3.91750889975891,262.30449129308,3.5,6.79166666666667,9.5,135
18,107,585.35877913806,4,103.343649355794,2714.4066403879,50.4142906533715,3.05768558728657,3.17046672810102,402.494282472116,6.5,9.16666666666667,17,135
20,110,364.829954871331,4,99.1368424405576,2312.49779430725,48.5071301815019,2.16500949271654,2.13553247701728,227.305256977921,9.5,9.5,15,135
23,108,398.231001006978,4,99.8379131001307,2369.68338547533,48.758424867978,4.03214530815059,4.50259558674998,239.25443493134,8,9.17391304347826,13,135
23,90,433.655141438425,5,91.1263305142478,2037.34784362405,49.5323245153545,3.51123865960402,3.61650152102889,268.676931393295,8,10.5652173913043,16,135
26,118,431.598639283941,4,102.232740788355,2305.98318048228,46.9718930708806,2.76242012483936,2.63722701226783,246.656406582198,6.5,7.73076923076923,11,135
26,109,408.776803756194,4.07142857142857,98.8741650730206,2399.20970738483,49.5394608542596,2.79288807393955,2.89141115156402,306.61557808315,4,7.30769230769231,11,135
24,97,404.75606906238,5,90.5543469237998,1911.56529431452,48.2820015571017,2.42375202790938,2.38317233142549,277.945065714971,10,10.0416666666667,14,135
26,100,340.333222530658,5,91.0225546980164,2186.82012861704,51.3756714412112,2.53054164144368,2.38658839663808,273.252195977204,10,11.0769230769231,17,135
28,108,311.76143629594,4,96.9013515932902,2211.49614626878,48.53033159693,3.11491249213791,3.13634701734915,246.485447596432,5.5,7.10714285714286,9.5,135
21,116,619.046926867691,5,95.1097623207397,2006.70372411103,47.0995255067472,1.58768961144958,1.51409160958857,317.144384910871,8,9.80952380952381,15,135
20,101,789.538043703287,4,94.9454301200864,2049.95054652459,47.6867391172511,3.44530354912874,3.44530354912874,151.024574716389,7.5,9.5,17,135
19,99,544.410446883417,4,92.2994722937678,1992.54445613774,48.3620600405829,1.7011094127136,1.7011094127136,223.113585110531,5,12.7368421052632,20.5,135
21,98,664.567922419169,5,91.9735696383419,2351.78261035643,52.7273014425556,1.63370005122028,1.52292933931308,313.582461659244,11,11.1904761904762,17,135
16,113,619.79977587949,4,103.3902525188,2767.09180055469,50.878252660761,2.42374230121828,2.43998576037219,395.211567911088,8.5,9.3125,13.5,135
20,106,337.573784302048,4,99.7463660734525,2557.61983861784,50.7015122945339,2.41736888215309,1.90551562082133,268.001531965973,6.5,9,15,135
22,91,536.554739632593,5.11904761904762,92.3819633078358,2829.24267257503,57.5768514669949,2.88908002285662,2.03849193707493,296.594943249472,8.5,11,13,135
28,104,614.799575669834,5,95.8699821038713,2433.7122625604,51.4578893629427,1.94807243211327,1.40363029541585,270.055398816577,5,9.03571428571429,15.5,135
23,100,354.374042552988,3.26190476190476,102.315317570198,2974.11432567775,53.3013455861155,2.81580403962142,2.97313608359585,327.860885547286,4,7.8695652173913,12.25,135
23,111,322.948904216936,5,98.2242608552579,2483.16942193081,50.7322830016872,4.04764247576786,3.14754384004793,323.169290422847,7,7.56521739130435,11,135
17,109,328.058382594681,4.92857142857143,102.833683183905,2534.59915338906,48.9575021398522,2.29691581615839,2.35276486035275,430.144499447769,10,11.1176470588235,16,135
20,115,764.317873783273,4,99.2434967839975,2924.77367030922,54.4934211563075,3.02718788542788,3.41929785802798,236.03559182195,7.5,10.2,18.5,135
24,101,484.594161683545,4,94.157596302332,2160.60851901901,49.3665388042801,1.4409061989345,1.56125208168348,311.953618884086,7,9.16666666666667,15.5,135
16,104,650.074461817504,4.11904761904762,110.426591127569,2902.44474746247,48.7874719754541,3.06365576634597,3.06365576634597,109.293391420702,6.5,7.5,11,135
25,86,391.333461710319,4,89.2585777354921,2285.61994384445,53.5614155246539,2.60212644836634,1.97640234360769,267.827889589839,6,7.92,10.25,135
24,98,451.340981484176,5,92.8153849126903,2345.14030500284,52.1752387846847,3.09566389355411,2.03594904652105,311.425603147762,8,10.2916666666667,13.5,135
21,93,417.386723919977,4,95.5682045189983,2841.07719029624,55.7735245167338,3.91673350816818,3.91673350816818,476.963980810089,6,8.76190476190476,16,135
21,103,259.369449297697,4,100.947112280233,2805.19101365907,52.4671313328763,3.87532341555549,3.64878796410386,285.151394217354,6,8,11.25,135
23,98,383.637646993121,5,95.4281187659322,2387.40646714009,51.2019876586037,2.7373641188211,2.84600969373273,271.38255124275,8,8.78260869565217,11.75,135
16,103,433.711647414701,4,106.864541307613,2976.22205008453,51.0503870322259,2.58139744062219,2.27241141820024,332.923945674258,7,8.375,10,135
23,97,282.844856547845,4,92.3546143760859,2123.7576334729,49.8992338072907,2.29450480034128,1.97941545931915,303.402822837705,8,10,15,135
24,105,865.072727172291,5,102.621383839864,2937.31462512092,52.8125779205788,2.91642328325255,2.73878557768709,280.414716129165,4.5,9.04166666666667,15.5,135
25,95,308.269052767562,3,92.8958932531183,2468.61727140292,53.4847988085425,2.16408903464254,1.73655139684946,244.752432198966,5,8.76,15,135
20,112,449.225984830087,4,104.627461166971,2707.71944170706,49.7343154388336,3.0049063623313,2.95235228132426,227.93035412502,5.5,7.3,11.5,135
22,98,559.73930894511,3.45238095238095,101.785079898257,3081.99370014174,54.5420869573692,2.58451995653179,2.7757211016622,246.472890973547,5,8.27272727272727,13,135
22,100,820.592111907917,4,94.6572261976095,2209.36474228118,49.6569379486649,6.40130529142508,2.71264286688402,207.365381555907,7,9.63636363636364,13,135
27,92,253.983300135669,4,92.1549729607883,2556.99260046815,54.8713897128671,3.48267900886677,3.46122344293707,252.835378349006,8,10.1851851851852,15,135
21,108,372.594545458095,6,98.3873540169873,2322.04997106841,48.9774872002239,2.93112607661604,3.21731947906437,268.783306690168,7,10.2380952380952,15.25,135
21,101,460.40315737376,4,93.5783308995591,1892.37030829132,46.4865983543083,2.25384727862528,2.26207977553703,334.303356236776,8,10.2380952380952,14.75,135
22,109,516.202158321305,4,102.127066480757,2731.82192299284,51.1782387108402,4.39163746912158,3.4392304429555,285.656928936586,6.5,7.72727272727273,10,135
24,100,381.554618464502,5,91.6510396876279,2329.99863264923,52.6672251024743,3.40373848502393,3.41720806164452,255.181594791646,10.5,11.375,15,135
22,101,934.993338719307,3.45238095238095,99.5560209936603,2158.08910602203,46.6624089593623,2.82692060097604,2.82538421338701,216.443868943689,5,7.59090909090909,14,135
21,94,1166.43131863443,5,94.7074983958889,2694.60579186106,54.8104356711761,1.95640051140986,1.95640051140986,192.842514584422,7,10.1428571428571,17,135
19,94,465.717791174004,4,99.4913359505617,2766.53410526759,52.866766905185,2.41597740819674,2.58456892035105,360.853870430023,10,10.1578947368421,14.5,135
22,102,441.410713936792,3,96.0564121234801,1876.3699028749,45.0954648620415,3.58063523799137,3.28219557796102,278.016355720045,4.5,6.95454545454545,12,135
21,112,554.495825360835,4,95.7929698116184,1585.14673417126,41.5624459145704,6.57790973829643,6.57790973829643,583.591665948939,7,8.47619047619048,13,135
19,103,579.891377742224,5,98.6731905383969,2260.08741284874,48.1796285285577,2.59757526930077,1.96314706212643,270.238265749082,7,10.4736842105263,13.5,135
25,113,539.020219372522,3,100.22420747149,2329.14163544708,48.1532183418664,9.15389686876578,3.66479730970707,291.534952911832,5,7.2,8.5,135
17,111,929.900220630376,5,97.5151967205907,2311.59737965235,49.304186276197,1.22680186219502,1.22680186219502,144.642731534087,9,11.5294117647059,21,135
20,99,427.061367168601,5,89.7502901513989,2174.32211601194,51.954848214093,1.94105032417965,1.90270311962615,278.06237318728,10,12.45,19,135
21,95,618.600488878428,5,92.831833746914,2355.74851342009,52.2838468108191,3.19538177689558,3.19538177689558,525.673351848156,7,10.952380952381,20,135
21,98,380.873741332797,3,104.177382486862,2911.62386778997,51.7957581151462,2.24342473478935,1.59571061555361,256.691737373029,4,6.85714285714286,8,135
24,100,1270.62872875947,4,95.2238211481332,2500.76368812819,52.5158890865742,2.96656125190915,3.14582984179423,214.339836114828,8,8.33333333333333,11,135
19,102,487.235697976303,5,99.9740186777488,3058.2148301456,55.3155003500441,5.86095976249052,4.28504356451783,276.743680045103,7,10.4210526315789,17.75,135
22,112,292.317596748667,4,97.6267223203668,2352.26551578376,49.6791849644549,2.04055056286706,1.81063931052109,289.325605668993,7.5,9.09090909090909,15,135
20,102,490.913649783545,5,92.0515616391909,1980.86850220429,48.3500204970609,2.56073579772367,1.90095858832619,284.663317410853,13.5,12.1,19,135
19,103,423.613151252216,4.30952380952381,93.6978148854575,2197.20884987727,50.027201223509,2.52706610998702,2.33967889111717,299.219033441559,11,11.8947368421053,18.5,135
20,119,393.247073769737,4,96.2633959066497,1974.04739484523,46.15487821731,3.61848316673164,3.46054305208324,227.979370683227,5,9.45,11.5,135
26,98,383.845916260803,4,93.1148838844508,2520.64956040126,53.9184165379445,3.0720710884919,1.87372648398114,268.130701283767,7,10.0384615384615,18,135
20,113,362.273544103213,5,98.4125089162709,1827.88845796206,43.4434734716749,2.92320578606448,2.33846475170029,291.47785127241,7.5,8.55,14,135
22,95,496.58784673647,4,92.0093063488476,2268.20795008795,51.7618366116742,2.94901744472643,2.42895100619693,288.538911550662,9.5,10.2727272727273,13,135
23,113,208.680401301707,3,105.936811430376,2506.43214260712,47.2586246751944,6.06323030788961,4.61074652036537,158.764787640724,6,6.04347826086957,10.5,135
19,98,313.299894081475,4,104.320680720675,3178.42278421702,54.0424986452918,3.79580016944764,2.64921514563446,274.862562645632,5,8.8421052631579,13,135
21,105,332.347350027608,4,108.637492865062,3255.06945054171,52.5170587501802,5.93593013971475,2.78285510290435,284.013078138697,4,7.04761904761905,8,135
24,103,714.028923821796,4,96.3687395382462,2223.19900700479,48.9274961299147,2.3542992399458,2.2355769146086,220.888112158016,8,8.33333333333333,10.5,135
24,80,486.310163965716,6,79.3044080141018,1412.80704322265,47.3962627141205,2.49165760625428,2.49907049319805,320.422662794296,19.5,19.25,27.5,160
20,98,374.028721265383,6,86.3526268527272,2273.86791148901,55.2213555277537,3.27164156670929,2.9727560292484,304.778929931211,13.5,15.25,24,160
26,89,370.008953506438,6,81.8297251745138,1784.1405881328,51.6182698906481,4.4100282142148,2.64066828932436,304.408817316454,14,17.9230769230769,26,160
27,79,395.774693740345,6.54761904761905,76.3394835015185,1151.89663519638,44.4587796493995,1.93827546421207,1.8837155938286,282.58461817483,18,16.7777777777778,25,160
19,91,410.585286010497,6,84.7582933252589,2120.21446609138,54.3259955108048,3.35832141494638,2.72107594686657,320.287448595369,22,19.1578947368421,26.5,160
26,90,414.834752317498,5,80.1976201985696,1446.92632688184,47.4309396201379,2.23592173677068,1.97306610172884,279.432910447622,11,13.3076923076923,20,160
31,86,340.071605490508,5,77.1805132241409,1151.87332552461,43.973871041551,2.28993084034986,2.20217354485378,225.322337343416,15,14.9354838709677,20.75,160
27,96,394.374563637142,5.30952380952381,80.2898876470382,1318.04364589767,45.2172395463108,1.94356016587798,2.01883136924271,283.267404675598,14,14.7407407407407,24,160
28,87,493.995874029987,6,79.5973622117645,1478.45001792563,48.3063971531467,2.6609309926769,2.8304669389068,244.335946444604,16.5,16.1071428571429,23,160
24,98,412.823225078796,6,81.8982247859896,1669.95933982961,49.8974624920733,1.57396797166373,1.5783896395259,285.898490041854,18.5,17.7916666666667,24,160
24,88,569.854051767443,6,80.0968104414437,1329.97647100305,45.5309546880261,4.81237050350335,3.23272924157392,322.368624119643,14,16.75,23,160
27,84,350.781711634569,6,78.8163952091017,1536.96445027528,49.7410952047907,1.93401153140587,1.63612316331403,267.280353968269,18,17.3333333333333,23,160
23,92,490.436182894033,6,78.7219727169806,1240.15470512994,44.7344357675696,4.07728100681572,1.5312921132464,305.918692813196,21,20.4347826086957,29,160
28,92,390.341476577693,6,82.7633035489351,1803.99647663547,51.3192174124226,2.69984320667846,2.51622806527723,273.698249942428,12.5,14.8214285714286,23.5,160
25,89,389.320376514177,6,82.5501328109272,1686.71701549391,49.751174377033,1.92634272826651,1.8770370697671,298.317527223323,17,18.04,29.75,160
27,101,421.059886868003,5,81.2730807424185,1418.81462464013,46.3464106897987,3.1269195858541,2.27028375441667,264.181374777602,15,17.6296296296296,22.5,160
20,112,433.336456489818,5,90.0390336095906,1798.0423559013,47.0943854437391,5.47317756339988,2.43298867685111,291.13731212789,11.5,17.05,23.5,160
29,100,353.375289093112,6,80.227560785474,1157.67782864147,42.4101950389398,3.85694662540333,3.40126446886978,225.220558580418,14,14,20,160
24,95,474.613709214108,6,83.3777466951423,1568.82303567029,47.504726797912,3.28404417087839,3.0084603909927,326.092825277394,14,15.75,26.5,160
26,98,438.934537784702,6,82.3794489503263,1815.75279120877,51.7260693397465,3.45976932679826,2.62888217428964,225.436070409181,12.5,15.7692307692308,23,160
24,81,354.225624792867,5,78.3270119261226,1300.85393173421,46.047144945553,4.50433937942133,2.2489356649138,273.580149821468,12,17.6666666666667,28.5,160
25,99,333.058323345709,5,86.6316652095554,2105.56861226988,52.9673245392088,3.51082030406288,2.15544561412448,266.279757351855,10,14.16,19.25,160
24,93,303.778234321952,7,85.4449342556025,1867.73541594011,50.5791302498265,2.23198086049222,2.23026627146074,255.46565508621,12,15.7083333333333,23,160
24,94,357.737567772663,6,79.9162862918625,1153.31403193693,42.495064616281,3.35601921418267,2.97344447543381,299.746797269933,18.5,18.0833333333333,25,160
21,90,313.578800785621,6,82.6923121758708,1853.2343257301,52.0595047551624,1.88304864332794,1.73719061160318,310.606858933754,20,18.9047619047619,27.75,160
27,86,420.529867173707,5.64285714285714,77.68556989383,1279.68617791273,46.0480648118212,2.6936353623984,2.1403102676938,258.027936551099,15,18.037037037037,26,160
28,84,360.887056867113,5,80.5196779224412,1756.02682325993,52.0431462353127,2.38679882358125,2.1290933638738,243.381309473645,12,15.2857142857143,25.5,160
28,78,384.646672041451,4.5,76.8331331856089,1393.4900192122,48.585132061262,2.27303262990425,2.18597542882801,236.952309064477,13.5,13.5714285714286,18,160
27,93,390.207150028503,6,79.5524627482937,1694.34058130588,51.7424188860954,2.99355775036756,2.54396412654166,295.186673050048,15,17.9259259259259,24.75,160
25,91,394.813630697213,6,82.4055059514346,1461.58270766017,46.3933216284342,2.47614181035047,1.735821809377,228.860037009545,9,16.44,25.5,160
26,95,354.648859164555,5,91.4955869565164,2561.99649765811,55.3208848929248,3.29008653989658,2.10604577043467,253.041223165569,7,11.0769230769231,17,160
25,96,262.817032145591,5.45238095238095,83.2979032314259,1520.53588538086,46.8127622015433,3.11474173380711,2.76615535282206,290.02367535984,15,15.88,27,160
23,82,320.860950693445,5,81.2876438439726,1481.86260994692,47.3564822539042,2.39272751899965,1.69346165424444,302.561782730937,21,17.8695652173913,25,160
27,96,345.15713259658,6,79.1872861518118,1169.35378668412,43.1834666908839,3.30406925063886,2.44220314439394,275.796596871949,17,17.8888888888889,24.75,160
27,99,445.225676506158,6,79.4886987757273,1454.55498883907,47.9799382209898,4.26262608792532,2.99817232136342,294.735215467911,16,17.2592592592593,24.25,160
22,90,390.243017875851,7,82.695468629225,1655.00146087692,49.1946050284584,3.32273655829856,3.55663816985516,277.955159734694,17,19.5,25,160
27,79,424.435319928199,5,83.0365717499221,2054.62576217412,54.5879712381142,2.76896200631261,2.21621675422059,282.558028149891,13,13.3703703703704,19.75,160
26,88,379.296538444999,7,75.5392746769989,1267.31685856617,47.1270001307925,2.54529691750296,2.40941281879929,281.809124610357,17.5,18.7692307692308,29,160
25,71,368.900602182156,6,78.2867694596704,1270.6374497205,45.5326003636366,3.54279788155375,2.92383175085036,303.999136790149,16,17.44,28,160
25,84,328.070866181936,5,80.6783080978121,1654.89975260536,50.4230443837624,2.55615894601614,1.60499847114955,239.267867607843,17,16.84,27.25,160
25,94,318.877634455867,6,82.5356932116326,1643.21855259662,49.1140628414306,2.56574512075159,2.82582750091908,299.431689353854,18,16.84,24.75,160
24,91,375.853296453211,6,84.3802441739973,1939.50355389198,52.1920688278155,2.73488671754027,2.06950492680692,334.889398595597,15.5,15.375,21.5,160
29,84,470.064626485296,5,80.5920098384232,1661.61660918379,50.5793711868207,4.00752474269526,2.97747969862164,262.294837462024,10,13.551724137931,22,160
25,95,488.574711373266,4,83.5897126461807,1450.24375977529,45.5583168214291,2.18914658679803,2.38036702390137,314.06454297367,15,17.48,29.5,160
25,96,468.167923737806,5,82.9172709004737,1611.11331235035,48.4081007255883,2.64860742006008,2.04231313948188,330.301763354601,10,14.08,23.25,160
31,88,399.567204731838,5,79.3972228042004,1351.52171209857,46.3026877892259,3.00437507976102,1.84164725692214,273.306421540469,8,12.9354838709677,19,160
29,82,390.09469452475,5.54761904761905,77.461673616037,1323.7780105341,46.9700156991912,2.92624319541065,1.911680163211,294.801473032456,10,16,26.25,160
24,77,557.199309075779,5,80.4149768771284,1657.942223239,50.6346432631687,3.03246081035529,2.62245825206743,310.411953840011,15,15.9166666666667,23,160
26,89,367.622922553914,6,79.091820961321,1181.67184527202,43.4627167414176,3.46076252987081,1.76022021956759,287.365211029224,17,17.8846153846154,24,160
29,90,342.575447719226,6,78.0422428580499,1280.27507058733,45.8481590885265,2.10748290119983,1.93689432562465,254.378023551358,13,15.2413793103448,25.25,160
24,92,347.201423356553,6,84.2163844507712,1827.72508961173,50.7643516987879,3.16882539069934,3.07085358215912,260.545317550218,14,16.8333333333333,27,160
24,91,419.16598677152,5,83.9678472270128,1509.5120222892,46.2706147183885,2.15753187868043,1.84882660290475,295.303354746853,13,15.0833333333333,20.5,160
28,76,420.23702596484,6,77.4362209154582,1416.56179550323,48.6041790686179,2.83350126421464,2.21799490078171,297.602635282524,18,17.8571428571429,27.5,160
23,89,371.513203397031,5,88.1117453450942,2424.72843290009,55.8853208420605,2.39580645436592,2.03492914323658,274.82873499283,14,15.7391304347826,21.5,160
27,84,384.335302583925,6,79.631013376424,1328.35356692171,45.7693348041196,2.1996740429691,1.90762976658268,293.276895972949,17,14.0740740740741,20.75,160
26,93,397.640110502232,5,78.4699921690138,1336.37272381738,46.5865116510651,3.09407378459097,2.38645386800625,302.079317467981,15,17.5384615384615,28,160
27,95,409.169883703234,6,84.4955442303526,1765.84215366128,49.7327108322433,2.84355500620104,1.33250526006809,281.064509781643,11,13.0740740740741,20.75,160
26,99,472.864103055339,6,80.4676450903993,1513.47055326622,48.3465731174921,2.84077023389307,2.79791432141477,289.276857212339,14,16.6153846153846,27,160
27,86,448.046925072393,5,81.5367506864387,1799.84939111253,52.031300651718,2.10251342522216,2.06413027903725,293.816524193912,13,15.6296296296296,24.25,160
23,87,347.306604170822,4.92857142857143,83.7962055165183,1894.77463443744,51.9462770964171,2.27318614737382,2.02216379822361,316.73748244649,10,16.3913043478261,29.75,160
23,95,471.029954501809,6,82.56943707369,1600.92220582239,48.4580340259412,2.15914266488773,1.6549366222226,286.956954317698,16,16.2608695652174,22.75,160
28,90,367.251237958609,5.30952380952381,82.7274621783552,1747.95880641021,50.5377491074677,2.82310901867129,2.38752044564979,241.128891167581,14,15.6428571428571,24,160
31,91,387.465222170033,6,79.6563416859002,1478.49669846381,48.2713919748192,2.76381403442236,2.33610519180665,272.283127931504,11,14.7741935483871,24,160
25,88,376.499380952071,5.07142857142857,79.506537528346,1357.32254595943,46.3381499898626,3.20746392351219,2.84951285375397,309.576280921491,10,15.96,24,160
29,86,395.589969103986,6,75.4658095698889,949.780477223225,40.8377102890213,3.29835571210216,2.5283715039226,282.373677555545,18,18.448275862069,27.5,160
23,82,463.986922748651,5,82.2873154981317,1568.34028654803,48.1268298037748,3.29850692391213,3.07665411248308,322.768186157443,14,14.8695652173913,19.75,160
28,87,452.479379025799,5,80.5733494827558,1657.75799218819,50.5323094809128,2.81124537951092,2.3913290436112,257.627423486822,13,14.8928571428571,24,160
30,92,433.601872126091,5,83.7862198012796,1541.42709898874,46.8585556766737,2.2143189269058,2.45338051597283,276.237962412971,11,12.9,20,160
24,90,311.781289412133,5,82.200047241262,1523.19083474658,47.4793857519248,2.17310768150148,1.92821178699441,327.684641317206,15,15.2916666666667,21.5,160
25,96,477.927521185234,7,80.7732356456392,1459.95444045217,47.304468943317,3.68836834049849,2.16788969376153,280.632899185496,17,16.32,23.25,160
25,88,491.676451316739,5,80.340932435944,1299.77610749305,44.8742710563538,3.03114136145282,2.27997944802625,256.039453314492,16,18.12,29,160
23,78,438.389590060374,6,80.8231209055854,1738.60731355148,51.5899533070236,2.68429677344543,2.32639773041116,287.066809041641,17,18.7391304347826,27,160
25,91,262.853064468314,6,80.1934666855019,1503.77728774744,48.3562676349188,1.70701527513215,1.69199492319781,254.395869102317,22,17.72,28,160
28,85,361.072379681414,5,82.1116132426364,1702.81890396717,50.2550427390386,3.29065110255978,3.06156521019068,251.08694748556,13,14.3214285714286,22,160
21,90,494.349035072259,5,82.592732759392,1724.77488862627,50.2833697544308,1.89912548883187,1.68877158012665,259.067184748725,18,18.5238095238095,23.25,160
25,89,365.097216824224,5,79.5163798055246,1291.29473178129,45.1914306417891,3.01501830419227,3.00262004452904,263.317780667255,22,19.6,29,160
