b0_xanS_all,b0_mel0_all,center_stripe_rad_all,xanSmel_density_all,melxanS_density_all,mean_mel_space_all,var_mel_space_all,mean_xanC_space_all,var_xanC_space_all,mean_xanS_space_all,var_xanS_space_all,mean_melxanC_space_all,var_melxanC_space_all,mean_melxanS_space_all,var_melxanS_space_all,mel_CV_all,mean_pca_ratio_mel_all,med_pca_ratio_mel_all,alignment_score_all,mel_med_cluster_size_all,mel_mean_cluster_size_all,mel_cluster_size_75_all,annulus_In_MB
0,0,0,0,0,0,0,46.9567719853064,100.785028104921,0,0,0,0,0,0,0,NaN,NaN,-1,0,0,0,10
0,0,0,0,0,0,0,47.6850436668895,94.695480066873,0,0,0,0,0,0,0,NaN,NaN,-1,0,0,0,10
0,0,0,0,0,0,0,47.6723741688062,81.9801027571274,0,0,0,0,0,0,0,NaN,NaN,-1,0,0,0,10
0,0,0,0,0,0,0,47.1503303313304,107.793022749849,0,0,0,0,0,0,0,NaN,NaN,-1,0,0,0,10
0,0,0,0,0,0,0,47.0337651771933,101.843406066169,0,0,0,0,0,0,0,NaN,NaN,-1,0,0,0,10
0,0,0,0,0,0,0,47.4465457282175,100.622629260157,0,0,0,0,0,0,0,NaN,NaN,-1,0,0,0,10
0,0,0,0,0,0,0,47.4047202177901,95.5088159905318,0,0,0,0,0,0,0,NaN,NaN,-1,0,0,0,10
0,0,0,0,0,0,0,47.4370668731364,101.082689096347,0,0,0,0,0,0,0,NaN,NaN,-1,0,0,0,10
0,0,0,0,0,0,0,47.6703764709901,79.8779083836667,0,0,0,0,0,0,0,NaN,NaN,-1,0,0,0,10
0,0,0,0,0,0,0,47.3130534568362,91.8055773476442,0,0,0,0,0,0,0,NaN,NaN,-1,0,0,0,10
0,0,0,0,0,0,0,46.6505448693742,106.927628864902,0,0,0,0,0,0,0,NaN,NaN,-1,0,0,0,10
0,0,0,0,0,0,0,47.3724745231377,82.736955531102,0,0,0,0,0,0,0,NaN,NaN,-1,0,0,0,10
